Saṁyutta Nikāya 46.7 ||| Linked Discourses 46.7
1. Pabbatavagga ||| 1. Mountains
Kūṭāgārasutta ||| A Bungalow
“Seyyathāpi, bhikkhave, kūṭāgārassa yā kāci gopānasiyo, sabbā tā kūṭaninnā kūṭapoṇā kūṭapabbhārā; ||| “Mendicants, the rafters of a bungalow all slant, slope, and incline to the peak.
evameva kho, bhikkhave, bhikkhu satta bojjhaṅge bhāvento satta bojjhaṅge bahulīkaronto nibbānaninno hoti nibbānapoṇo nibbānapabbhāro. ||| In the same way, a mendicant who develops and cultivates the seven awakening factors slants, slopes, and inclines to extinguishment.
Kathañca, bhikkhave, bhikkhu satta bojjhaṅge bhāvento satta bojjhaṅge bahulīkaronto nibbānaninno hoti nibbānapoṇo nibbānapabbhāro? ||| And how does a mendicant who develops the seven awakening factors slant, slope, and incline to extinguishment?
Idha, bhikkhave, bhikkhu satisambojjhaṅgaṁ bhāveti vivekanissitaṁ virāganissitaṁ nirodhanissitaṁ vossaggapariṇāmiṁ …pe… ||| It’s when a mendicant develops the awakening factors of mindfulness, investigation of principles, energy, rapture, tranquility, immersion,
upekkhāsambojjhaṅgaṁ bhāveti vivekanissitaṁ virāganissitaṁ nirodhanissitaṁ vossaggapariṇāmiṁ. ||| and equanimity, which rely on seclusion, fading away, and cessation, and ripen as letting go.
Evaṁ kho, bhikkhave, bhikkhu satta bojjhaṅge bhāvento satta bojjhaṅge bahulīkaronto nibbānaninno hoti nibbānapoṇo nibbānapabbhāro”ti. ||| That’s how a mendicant who develops and cultivates the seven awakening factors slants, slopes, and inclines to extinguishment.”
Sattamaṁ.
